"","typingDuration","game_id","video_id","hour","dayOfWeek","match"
"32040",1000,12690,3464,11,4,0
"32041",0,12690,3464,11,4,0
"32042",1000,12690,3464,11,4,6.12584899078259
"32043",0,12690,3464,11,4,1.91635402526621
"32044",0,12690,3464,11,4,0.29638403230947
"32045",0,12690,3464,11,4,4.64246540148394
"32046",0,12691,6798,11,4,0.41189589356257
"32047",0,12691,6798,11,4,0
"32048",0,12691,6798,11,4,1.09762327218805
"32049",0,12691,6798,11,4,0
"32050",1000,12691,6798,11,4,1.03337326996033
"32051",0,12692,6822,11,4,0.9166911050163
"32052",0,12692,6822,11,4,1.48905079911362
"32053",0,12693,771,11,4,0
"32054",0,12693,771,11,4,0
